arm,seed,n_completed,n_edge,n_cloud,edge_revenue,edge_true_cost,edge_profit,edge_margin_pct,n_edge_loss_making,cloud_revenue,cloud_true_cost,cloud_profit,total_revenue,total_user_spend,edge_mean_a_buyer,edge_mean_surplus,edge_surplus_pct_of_valuation,cloud_mean_a_buyer,cloud_mean_surplus,cloud_surplus_pct_of_valuation,n_ir_violations,n_tasks_cap
HEDGE_C_Kmax0,24,15436,0,15436,0,0,0,nan,0,41105.40454993334,27403.60303328889,13701.801516644446,41105.40454993334,41105.40454993334,nan,nan,nan,5.789431823947819,3.126474804646618,54.00313709048346,0,320000
HEDGE_C_Kmax0,25,12174,0,12174,0,0,0,nan,0,32215.96788046667,21477.311920311113,10738.655960155556,32215.96788046667,32215.96788046667,nan,nan,nan,5.623561319215068,2.977268573982058,52.942760023067066,0,320000
HEDGE_C_Kmax0,26,12780,0,12780,0,0,0,nan,0,33753.789864,22502.526576000004,11251.263287999995,33753.789864,33753.789864,nan,nan,nan,5.611051248485358,2.9699096315839495,52.929647227614325,0,320000
HEDGE_C_Kmax0,27,12460,0,12460,0,0,0,nan,0,32676.237136133335,21784.158090755558,10892.079045377777,32676.237136133335,32676.237136133335,nan,nan,nan,5.605696631620021,2.983205689715259,53.217394478465124,0,320000
HEDGE_C_Kmax0,28,11456,0,11456,0,0,0,nan,0,30244.0101216,20162.673414400004,10081.336707199996,30244.0101216,30244.0101216,nan,nan,nan,5.525814863464984,2.8858000134649835,52.22397211576921,0,320000
HEDGE_C_Kmax0,29,11836,0,11836,0,0,0,nan,0,31543.750765933335,21029.16717728889,10514.583588644444,31543.750765933335,31543.750765933335,nan,nan,nan,5.8467474920259646,3.1816789920315975,54.41793059082683,0,320000
B2_DDPS,0,95175,85499,9676,0.03440419549893952,0.5149455625151488,-0.48054136701620925,-1396.752227591026,85499,25745.4248172,17163.616544800003,8581.808272399998,25745.4592213955,25745.4592213955,5.2366286312168775,5.23662822882392,99.99999231580114,5.490912035823615,2.8301612279277895,51.54264372591204,0,320000
B2_DDPS,1,95280,82927,12353,0.035997498094314274,0.49155594352347615,-0.45555844542916185,-1265.528077077991,82927,32349.621965600003,21566.414643733337,10783.207321866666,32349.657963098096,32349.657963098096,5.219541223347143,5.21954078926056,99.99999168343415,5.756994032738483,3.138227582030153,54.51156565707544,0,320000
B2_DDPS,2,94971,82367,12604,0.027446573133639744,0.5597137544263224,-0.5322671812926827,-1939.284655687352,82367,33534.05529466667,22356.036863111112,11178.01843155556,33534.08274123981,33534.08274123981,5.092353240317417,5.092352907094487,99.99999345640582,5.798700999067925,3.138112670389198,54.117511333893816,0,320000
B2_DDPS,3,94856,84530,10326,0.021205214961702697,0.45866130951641115,-0.43745609455470846,-2062.964678003823,84530,27213.379741066667,18142.253160711112,9071.126580355554,27213.40094628163,27213.40094628163,5.119907989592414,5.119907738732187,99.99999510029815,5.732965525153684,3.097542346665725,54.0303675833231,0,320000
B2_DDPS,4,94971,83629,11342,0.030480636204231384,0.49504914278392553,-0.4645685065796942,-1524.1430771553314,83629,29938.301735333334,19958.867823555556,9979.433911777778,29938.332215969538,29938.332215969538,5.249464582335787,5.249464217861307,99.99999305692089,5.7170277254931205,3.0774313813445278,53.82921911716083,0,320000
B2_DDPS,5,94964,81613,13351,0.01764966166814684,0.40491237663644075,-0.3872627149682939,-2194.1650908085385,81613,35280.09178273333,23520.061188488893,11760.03059424444,35280.109432395,35280.109432395,5.193829836401567,5.193829620141147,99.99999583620514,5.683468015153298,3.040962451320376,53.50540274375686,0,320000
B2_DDPS,6,95280,82391,12889,0.03002802661544984,0.5095962298420785,-0.4795682032266287,-1597.0686631131603,82391,34046.2715092,22697.51433946667,11348.75716973333,34046.301537226616,34046.301537226616,5.1712892131575225,5.171288848699917,99.99999295228731,5.763548028367968,3.1220497345360174,54.168885540111845,0,320000
B2_DDPS,7,95175,83339,11836,0.028179312035301468,0.46636266139777943,-0.43818334936247794,-1554.982424033441,83339,30931.267320733336,20620.84488048889,10310.422440244445,30931.29550004537,30931.29550004537,5.212349805890215,5.212349467761463,99.99999351293056,5.489413430290271,2.8760924332698803,52.39343820233627,0,320000
B2_DDPS,8,95280,84538,10742,0.030608341580897525,0.5202958327785385,-0.489687491197641,-1599.849798798808,84538,28588.214141133336,19058.809427422224,9529.404713711112,28588.244749474918,28588.244749474918,5.207220915287166,5.207220553221093,99.99999304684633,5.939906670316951,3.2785573739910023,55.19543582013991,0,320000
B2_DDPS,9,94750,83356,11394,0.03613831778907366,0.4897859048943559,-0.45364758710528225,-1255.3090870279568,83356,30327.210589600003,20218.140393066667,10109.070196533336,30327.24672791779,30327.24672791779,5.236018096385868,5.236017662843978,99.9999917200078,5.722005256325548,3.060322740124038,53.483396170266005,0,320000
B2_DDPS,10,94646,85203,9443,0.026682190424913585,0.5105875346146185,-0.4839053441897049,-1813.589276155809,85203,24668.832094733334,16445.88806315556,8222.944031577776,24668.85877692376,24668.85877692376,5.2105393967088816,5.2105390835486585,99.99999398986941,5.7142783292703365,3.101884800229424,54.28305415822312,0,320000
B2_DDPS,11,94750,84425,10325,0.03072378104368377,0.5023337057817665,-0.4716099247380827,-1534.9996280325556,84425,27267.673379800002,18178.448919866667,9089.224459933335,27267.704103581047,27267.704103581047,5.213107440017997,5.213107076099951,99.99999301917234,5.708224611449543,3.0672877223647967,53.73453098205769,0,320000
B2_DDPS,12,94856,84351,10505,0.031130186607421746,0.4874411231835013,-0.4563109365760796,-1465.8149735192737,84351,27956.530587933335,18637.687058622225,9318.84352931111,27956.56171811994,27956.56171811994,5.175909180971196,5.1759088119158605,99.99999286974862,5.729565938883073,3.0683064826304944,53.55216285770913,0,320000
B2_DDPS,13,95398,85624,9774,0.03173779543318084,0.48074344118433593,-0.4490056457511551,-1414.7348283735366,85624,25484.943352000002,16989.96223466667,8494.981117333333,25484.975089795436,25484.975089795436,5.169428299247805,5.169427928583092,99.99999282967686,5.587876175408659,2.980454101334585,53.33786948341988,0,320000
B2_DDPS,14,94856,84888,9968,0.025371523207054675,0.5050627338961646,-0.47969121068910997,-1890.6677646997932,84888,26486.548986,17657.699324,8828.849662,26486.574357523208,26486.574357523208,5.242674445312011,5.242674146429682,99.99999429904845,5.55734790829954,2.9001901047281113,52.186585266631674,0,320000
