experiment,algorithm,seed,N_nodes,K_max,arrival_rate,arm,floor_violations,is_resale_violations,n_tasks_evaluated,n_completed,n_rejected,cfg_pi_co2,cfg_lambda_max,cfg_enable_resale,cfg_predictor_mode,M1_p50_latency_s,M1_p95_latency_s,M1_p99_latency_s,M1_mean_latency_s,M2_mean_cost_usd,M3_system_utilisation,M4_utilisation_variance,M5_market_revenue_usd,M6_rejection_rate,M7_carbon_g_per_task,M8_quote_variance,M9_edge_service_fraction,M10_completion_rate,M11_jfi,M12_tsfr,M13_err,M14_rmse_load,M14_rmse_revenue,M15_energy_joules_per_task,M16_myerson_efficiency,M17_primary_offload_fraction
hedge_c_widecom,HEDGE,18,125,15,6.0,Phase0_On,0,0,2474864,2474864,0,0.0,0.0,False,instantaneous,0.09318118259967019,0.3001337401767237,0.3001337401767237,0.12017916239129589,0.2851788754066153,0.043839734239778196,0.021559113887761328,655.8193424508804,0.0,237.42824230046176,2.5715805214424585e-25,0.8909774436090225,1.0,0.07971314541939395,0.0,0.0,0.0,0.2190900567967339,10684222.172958031,0.1024805143467607,0.8270676691729323
hedge_c_widecom,HEDGE,19,125,15,6.0,Phase0_On,0,0,2474864,2474864,0,0.0,0.0,False,instantaneous,0.09448445023376909,0.3009953190297482,0.3009953190297482,0.12417373168022659,0.3152605352453198,0.04571843096150623,0.02214033893538339,671.4176575063146,0.0,262.49069902475827,2.8989585532605086e-25,0.881578947368421,1.0,0.0817314823524631,0.0,0.0,0.0,0.17888673392174934,11812039.073038686,0.11382785864257874,0.8176691729323309
hedge_c_widecom,HEDGE,20,125,15,6.0,Phase0_On,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.09561433177552967,0.316016381578755,0.316016381578755,0.12451504055527808,0.3116013052687888,0.04781004875887851,0.021813031185925005,627.7893101124746,0.0,259.4556988712258,2.416701410553881e-25,0.8830188679245283,1.0,0.07934388654464293,0.0,0.0,0.0,0.2966486321264516,11675480.298629023,0.11078269182541438,0.8056603773584906
hedge_c_widecom,HEDGE,21,125,15,6.0,Phase0_On,0,0,2474864,2474864,0,0.0,0.0,False,instantaneous,0.09256220012240035,0.3153846487692329,0.3153846487692329,0.12463985852302092,0.3132389152838292,0.042677831989355874,0.0208249191432011,630.3444384652366,0.0,260.8198620341511,2.0477635518856394e-25,0.881578947368421,1.0,0.07276600437910949,0.0,0.0,0.0,0.2366441155491237,11736853.454206377,0.11070009720547672,0.8383458646616542
hedge_c_widecom,HEDGE,22,125,15,6.0,Phase0_On,0,0,2475191,2475191,0,0.0,0.0,False,instantaneous,0.09413741361147226,0.3143245551427022,0.3143245551427022,0.12318595117374175,0.26681790608662453,0.04439898013740032,0.020953838377534496,620.1817349914672,0.0,222.13938931474544,2.0014618617656052e-25,0.8998109640831758,1.0,0.07569807565724435,0.0,0.0,0.0,0.2683289444049263,9996228.995181026,0.09457770382536758,0.8487712665406427
hedge_c_widecom,HEDGE,23,125,15,6.0,Phase0_On,0,0,2474736,2474736,0,0.0,0.0,False,instantaneous,0.09400247016384768,0.30839284862670874,0.30839284862670874,0.12376996467846889,0.25481801831416495,0.04216995746911421,0.021752112672806946,670.9799987232766,0.0,212.12239100576343,2.276493675544705e-25,0.9034090909090909,1.0,0.07279154146833867,0.0,0.0,0.0,0.2828436231302212,9545465.327668143,0.09202950602735678,0.8257575757575758
hedge_c_widecom,HEDGE,24,125,15,6.0,Phase0_On,0,0,2475191,2475191,0,0.0,0.0,False,instantaneous,0.09372408191529556,0.31149048372834726,0.31149048372834726,0.1277849317123634,0.4331500667171823,0.04478488570711159,0.02157833992744492,569.7326333024511,0.0,360.7653966308564,2.0320642048311668e-25,0.8374291115311909,1.0,0.07467043284817045,0.0,0.0,0.0,0.26832873231334237,16234413.957885927,0.15406628284393042,0.775047258979206
hedge_c_widecom,HEDGE,25,125,15,6.0,Phase0_On,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.09551031920180252,0.29771970138498766,0.29771970138498766,0.1256063071588649,0.3397707366916214,0.039854939384823485,0.01978909345846503,610.8900780986754,0.0,282.93595608848034,1.6847977248099277e-25,0.8716981132075472,1.0,0.06821618679759436,0.0,0.0,0.0,0.23664411125073287,12732083.790140204,0.12190638798155459,0.8150943396226416
hedge_c_widecom,HEDGE,26,125,15,6.0,Phase0_On,0,0,2474736,2474736,0,0.0,0.0,False,instantaneous,0.09619259640495535,0.30755488158462874,0.30755488158462874,0.12718581387008837,0.3554023643886209,0.04114415115524812,0.020168678017898543,615.8417900379644,0.0,295.96031019695386,2.0864730430678755e-25,0.865530303030303,1.0,0.07109447266550362,0.0,0.0,0.0,0.2683289411296011,13318188.99201002,0.12579609109588535,0.803030303030303
hedge_c_widecom,HEDGE,27,125,15,6.0,Phase0_On,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.09582350814264831,0.2756106241380113,0.2756106241380113,0.12427909661346133,0.3466235612098104,0.041857312410567664,0.020307340783435174,635.6874417349997,0.0,288.63815823903303,2.0482951167961214e-25,0.8679245283018868,1.0,0.07050673275833873,0.0,0.0,0.0,0.28284355290686075,12988687.157567695,0.1266135636697875,0.8169811320754717
hedge_c_widecom,HEDGE,28,125,15,6.0,Phase0_On,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.09558066166390805,0.2880571934481687,0.2880571934481687,0.12477307311863337,0.3190584248087907,0.04257452652913319,0.021685092223126496,653.8688762378741,0.0,265.66130729276654,2.44956165234781e-25,0.879245283018868,1.0,0.07274474214388081,0.0,0.0,0.0,0.32249103442642457,11954726.831897227,0.11377657440144015,0.8207547169811321
hedge_c_widecom,HEDGE,29,125,15,6.0,Phase0_On,0,0,2475191,2475191,0,0.0,0.0,False,instantaneous,0.09408593813562859,0.30443232536212994,0.30443232536212994,0.1270751024860077,0.33274764635513154,0.0406936730662954,0.020439554034335304,604.443460137715,0.0,277.0854505230735,1.9545494359055572e-25,0.8752362948960303,1.0,0.07140653382574236,0.0,0.0,0.0,0.2683288967241218,12468818.603900962,0.11708225960196156,0.8355387523629489
hedge_c_widecom,HEDGE,0,125,15,6.0,Phase0_Off,0,0,2475191,2447117,28074,0.0,0.0,False,instantaneous,0.18762035638064065,0.3384274756677459,0.3529798731974725,0.19598472326384503,0.2749756897727281,0.01854283952617151,0.016726356128779908,615.1834617689543,0.011342155009451797,228.93751441847223,2.985914528906495e-26,0.8967495219885278,0.9886578449905482,0.017055879375181025,0.0,0.0,0.0,0.9380838561666275,10302119.850525392,0.09976398587818679,0.8948374760994264
hedge_c_widecom,HEDGE,1,125,15,6.0,Phase0_Off,0,0,2475100,2414390,60710,0.0,0.0,False,instantaneous,0.18671009593440324,0.331200238329832,0.3544439707492198,0.19138583926083072,0.3497869171482925,0.017713958868796943,0.01669293892501195,679.4216389992752,0.024528301886792454,291.25448363114464,3.81187338487417e-26,0.8665377176015474,0.9754716981132076,0.016981303596860703,0.0,0.0,0.0,0.9380840032465994,13106399.469823087,0.12243639701205324,0.8607350096711799
hedge_c_widecom,HEDGE,2,125,15,6.0,Phase0_Off,0,0,2474792,2310432,164360,0.0,0.0,False,instantaneous,0.19430428014587814,0.33057883707011104,0.35910788551695333,0.19741775849895213,0.3787883476293302,0.017601900043325985,0.016785436231305413,576.760060328583,0.06641366223908918,315.4476326229312,3.3331220149439543e-26,0.8577235772357723,0.9335863377609108,0.017097851631517995,0.0,0.0,0.0,0.9380837764415665,14195126.909133434,0.1374637111350235,0.8577235772357723
hedge_c_widecom,HEDGE,3,125,15,6.0,Phase0_Off,0,0,2474991,2251263,223728,0.0,0.0,False,instantaneous,0.19225919537971167,0.33375640220520253,0.36130261188139906,0.1961023566607913,0.3167361431107402,0.014427820705346118,0.016667281377062682,602.9655534476565,0.0903954802259887,263.72237512400545,4.21557068567175e-26,0.8799171842650103,0.9096045197740112,0.017043068539146014,0.0,0.0,0.0,0.9380838285692906,11867497.215935357,0.11551189311916937,0.8737060041407867
hedge_c_widecom,HEDGE,4,125,15,6.0,Phase0_Off,0,0,2474792,2474792,0,0.0,0.0,False,instantaneous,0.17635590678496668,0.31452025239004655,0.33351569266246417,0.18572025031851294,0.3158069156159114,0.019412302717286,0.016786327425058787,638.5423391993435,0.0,262.9570272139486,3.2913587969645724e-26,0.8804554079696395,1.0,0.01712353388322192,0.0,0.0,0.0,0.9380838708101732,11833023.994917,0.1099321753495537,0.8766603415559773
hedge_c_widecom,HEDGE,5,125,15,6.0,Phase0_Off,0,0,2474864,2135268,339596,0.0,0.0,False,instantaneous,0.20175380500961693,0.3335888056332871,0.3630464157282574,0.20116435204713892,0.43203028545569633,0.013526623981618182,0.016635999032189982,530.8841814805072,0.13721804511278196,359.81652921435335,3.8353725204752774e-26,0.8366013071895425,0.862781954887218,0.016989025508019406,0.0,0.0,0.0,0.938083682595135,16191726.3031524,0.15540814709674433,0.8344226579520697
hedge_c_widecom,HEDGE,6,125,15,6.0,Phase0_Off,0,0,2475100,2451750,23350,0.0,0.0,False,instantaneous,0.19222684078387783,0.3315984895496781,0.3550790087440193,0.19698087086106103,0.36252288895135204,0.018156220204062382,0.01669293892501195,638.7636871439914,0.009433962264150943,301.884166395225,3.515349984027652e-26,0.8628571428571429,0.9905660377358491,0.016981303596860703,0.0,0.0,0.0,0.9380838933528327,13584769.41673778,0.1286399134448125,0.8609523809523809
hedge_c_widecom,HEDGE,7,125,15,6.0,Phase0_Off,0,0,2475191,2255278,219913,0.0,0.0,False,instantaneous,0.19588067528834996,0.3389934021579324,0.3678228498260155,0.20145885592982382,0.35808387065025427,0.015164718232271538,0.016728732810969774,540.2160665641146,0.0888468809073724,298.20236449301217,3.138903584865577e-26,0.8630705394190872,0.9111531190926276,0.017077651634771138,0.0,0.0,0.0,0.9380836875852802,13419092.650005896,0.13407319226746395,0.8609958506224067
hedge_c_widecom,HEDGE,8,125,15,6.0,Phase0_Off,0,0,2475100,2110840,364260,0.0,0.0,False,instantaneous,0.1929785346207858,0.3298849342292801,0.3528714858847276,0.19874920107177504,0.35351358335468885,0.014514389499711929,0.016707308393848562,500.8176944114283,0.1471698113207547,294.3954469572686,3.5282886586505375e-26,0.8672566371681416,0.8528301886792453,0.017169138401696146,0.0,0.0,0.0,0.9380836356056812,13247790.30461123,0.12165211415871571,0.8650442477876106
hedge_c_widecom,HEDGE,9,125,15,6.0,Phase0_Off,0,0,2475100,2236930,238170,0.0,0.0,False,instantaneous,0.19474908660072088,0.3372197142249665,0.362835423252504,0.20136394897244916,0.3558780356643027,0.014940696819661193,0.016696587886270733,550.8461912152385,0.09622641509433963,296.35856241112697,3.711214088419919e-26,0.8663883089770354,0.9037735849056604,0.017063372564980517,0.0,0.0,0.0,0.9380837275242124,13336120.948033905,0.12672753432343095,0.8663883089770354
hedge_c_widecom,HEDGE,10,125,15,6.0,Phase0_Off,0,0,2474662,2278186,196476,0.0,0.0,False,instantaneous,0.19283417779279605,0.35430780001724593,0.3810648540745631,0.20169223190872673,0.28458175840614336,0.016296651177879488,0.01672232722193309,641.8412965247362,0.07939508506616257,236.91656353106174,4.552660227175193e-26,0.891170431211499,0.9206049149338374,0.01703270612152954,0.0,0.0,0.0,0.9380839209854562,10661199.842331327,0.1015453936742243,0.891170431211499
hedge_c_widecom,HEDGE,11,125,15,6.0,Phase0_Off,0,0,2475100,2269620,205480,0.0,0.0,False,instantaneous,0.18946440321823416,0.3305718717235144,0.3594671095843704,0.19640044035615195,0.3154014833692999,0.016318328406718107,0.016701232883166134,518.0243459637388,0.0830188679245283,262.6433447359466,3.02297363958879e-26,0.8806584362139918,0.9169811320754717,0.01713113586921539,0.0,0.0,0.0,0.9380836378167032,11818934.204905158,0.11440387941548413,0.8786008230452675
hedge_c_widecom,HEDGE,12,125,15,6.0,Phase0_Off,0,0,2474991,2428381,46610,0.0,0.0,False,instantaneous,0.1852474217242792,0.33256450879003846,0.35674662105112703,0.19271794336275014,0.30161606022851184,0.01733378438262964,0.016661323042807954,595.446691907022,0.018832391713747645,251.14175803601796,2.924830732098733e-26,0.8867562380038387,0.9811676082862524,0.016948577315838913,0.0,0.0,0.0,0.9380838160304631,11301352.76457261,0.10823585859496775,0.8829174664107485
hedge_c_widecom,HEDGE,13,125,15,6.0,Phase0_Off,0,0,2475356,2329470,145886,0.0,0.0,False,instantaneous,0.18701170537382247,0.33143388632972415,0.3581521573325726,0.19184880190767575,0.28471009530229474,0.016994561299140926,0.01682302718552558,615.0985518365906,0.058935361216730035,237.0386561060199,4.1947649358727904e-26,0.8909090909090909,0.94106463878327,0.017168586672547732,0.0,0.0,0.0,0.9380838759605781,10666680.379960436,0.1038741121719268,0.8848484848484849
hedge_c_widecom,HEDGE,14,125,15,6.0,Phase0_Off,0,0,2474991,2283890,191101,0.0,0.0,False,instantaneous,0.190630618426587,0.32769699278592074,0.3528953598586101,0.194431374731946,0.30393320916215194,0.016402813066166286,0.016661323042807954,589.3158163472693,0.07721280602636535,253.06198330349523,3.524573304180307e-26,0.8857142857142857,0.9227871939736346,0.016948577315838913,0.0,0.0,0.0,0.9380837760912809,11387761.674099963,0.1097340727220113,0.8857142857142857
hedge_c_widecom,HEDGE,15,125,15,6.0,Phase0_Off,0,0,2475191,2362895,112296,0.0,0.0,False,instantaneous,0.19461886005196505,0.33473207285118006,0.36033083090269713,0.1984100563317752,0.33758066535467346,0.01608507647566898,0.01672757975699726,611.1295120977752,0.045368620037807186,281.1007433116363,3.5759316065090737e-26,0.8732673267326733,0.9546313799621928,0.017066321351025662,0.0,0.0,0.0,0.9380838501189364,12649511.54350486,0.12133162740112974,0.8693069306930693
hedge_c_widecom,HEDGE,16,125,15,6.0,Phase0_Off,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.18573254686761362,0.34614622854890864,0.34614622854890864,0.19630492169545394,0.37196970137378343,0.019087205457291503,0.016696515095102105,604.7659095847118,0.0,309.770155985901,2.926902786488359e-26,0.8603773584905661,1.0,0.01707329162376004,0.0,0.0,0.0,0.9380838257729305,13939632.502352614,0.12891655077742303,0.8490566037735849
hedge_c_widecom,HEDGE,17,125,15,6.0,Phase0_Off,0,0,2474991,2474991,0,0.0,0.0,False,instantaneous,0.18535448004444974,0.32786005605194096,0.349497690396837,0.19015300459925996,0.3108071633425827,0.017899188701840946,0.01666277466108308,610.6351314887439,0.0,258.7996079200649,3.2360251077469716e-26,0.8832391713747646,1.0,0.01699101976624415,0.0,0.0,0.0,0.9380838671150241,11645958.944384122,0.11041455206536636,0.8738229755178908
hedge_c_widecom,HEDGE,18,125,15,6.0,Phase0_Off,0,0,2474864,2200396,274468,0.0,0.0,False,instantaneous,0.18870033595587257,0.32970987146424724,0.35518186620949166,0.1943542075487502,0.32071396204346847,0.015143921493664758,0.016633453063074163,574.6062627330975,0.11090225563909774,267.0433712060647,3.5900559559322675e-26,0.8773784355179705,0.8890977443609023,0.016972705813557906,0.0,0.0,0.0,0.9380837989892324,12016925.460951064,0.11416930276288577,0.864693446088795
hedge_c_widecom,HEDGE,19,125,15,6.0,Phase0_Off,0,0,2474864,2321348,153516,0.0,0.0,False,instantaneous,0.1946754896721454,0.3314090090641937,0.35895574308638123,0.1972706185596232,0.33608075377214497,0.017349965265918938,0.016631957413547182,604.853965594395,0.06203007518796992,279.84978980032054,3.914767986533741e-26,0.87374749498998,0.9379699248120301,0.016961279800788057,0.0,0.0,0.0,0.9380838123929077,12593196.097827861,0.12126010342456787,0.8677354709418837
hedge_c_widecom,HEDGE,20,125,15,6.0,Phase0_Off,0,0,2475100,2185560,289540,0.0,0.0,False,instantaneous,0.19429949277921882,0.33467382993496814,0.3626943242965811,0.19915417169064786,0.3528319388704194,0.015842480982386074,0.01669293892501195,518.7709569671545,0.1169811320754717,293.8276788995851,3.6455880396407957e-26,0.8675213675213675,0.8830188679245283,0.016981303596860703,0.0,0.0,0.0,0.9380836739880355,13222229.048910435,0.12603026732129444,0.8589743589743589
hedge_c_widecom,HEDGE,21,125,15,6.0,Phase0_Off,0,0,2474864,2335304,139560,0.0,0.0,False,instantaneous,0.18942892954392843,0.3272478795925413,0.3536357615374774,0.19672055050262954,0.33194247463396537,0.016311517515185663,0.016633228190343942,593.2183860643368,0.05639097744360902,276.4073494239544,3.431695853565313e-26,0.8745019920318725,0.943609022556391,0.01697373007942579,0.0,0.0,0.0,0.9380838034367567,12438261.81460953,0.11538606066214073,0.8685258964143426
hedge_c_widecom,HEDGE,22,125,15,6.0,Phase0_Off,0,0,2475191,2461154,14037,0.0,0.0,False,instantaneous,0.1834287052357003,0.32838832056845696,0.3485407151439262,0.19169756764413773,0.2683493016812328,0.019539327240175708,0.016725728420738006,643.8591805062185,0.005671077504725898,223.4070577414878,3.269227727424608e-26,0.8992395437262357,0.994328922495274,0.017042314102244244,0.0,0.0,0.0,0.938083945149144,10053251.437629927,0.09490389697846385,0.8954372623574145
hedge_c_widecom,HEDGE,23,125,15,6.0,Phase0_Off,0,0,2474736,2385683,89053,0.0,0.0,False,instantaneous,0.18043188785922445,0.3312517490802251,0.35348597885182836,0.190954044795623,0.264306718222258,0.017930658742373345,0.016753864530606438,615.7010766310882,0.03598484848484849,220.04038440305544,3.3837209267505984e-26,0.899803536345776,0.9640151515151515,0.017077879945122665,0.0,0.0,0.0,0.9380838892198587,9901777.460981846,0.0963303740134274,0.8644400785854617
hedge_c_widecom,HEDGE,24,125,15,6.0,Phase0_Off,0,0,2475191,2330142,145049,0.0,0.0,False,instantaneous,0.20491284824064576,0.3372401690350669,0.3632303282348606,0.20595623101488858,0.460120329403715,0.014899300428006053,0.016726228796813257,586.2904429643798,0.05860113421550094,383.22213796538034,4.274027334913525e-26,0.8273092369477911,0.941398865784499,0.017043834081709786,0.0,0.0,0.0,0.9380837966524821,17244984.551202975,0.1641166184534791,0.7911646586345381
hedge_c_widecom,HEDGE,25,125,15,6.0,Phase0_Off,0,0,2475100,2475100,0,0.0,0.0,False,instantaneous,0.18865130167096622,0.3312055396811586,0.35342042313729305,0.19348049221562455,0.33976832313704575,0.017213955324164188,0.01669293892501195,604.9162891686673,0.0,282.9364280966338,2.88250718755212e-26,0.8716981132075472,1.0,0.016981303596860703,0.0,0.0,0.0,0.9380838271702867,12732085.911927331,0.12190552202198617,0.8641509433962264
hedge_c_widecom,HEDGE,26,125,15,6.0,Phase0_Off,0,0,2474736,2399744,74992,0.0,0.0,False,instantaneous,0.19355627313036933,0.3303584304743018,0.35511987013167995,0.1979777773351294,0.3665126446389287,0.016634934224494163,0.016761358721888674,625.3360488014464,0.030303030303030304,305.2093549328764,3.843211193155403e-26,0.861328125,0.9696969696969697,0.01717098366910632,0.0,0.0,0.0,0.9380838590855234,13734384.970563384,0.12970420210650616,0.85546875
